begin_time;end_time;Diferencia_tiempo;Low_freq;high _freq;Max_time;Energy;Max_entropy;Max_Freq;Max_Power;Min_Entropy;Peak_freq;Longiti;Pais
3.611;4.154;543.00;230.9;4156.0;3.616;111.4;4.777;1550.4;100.1;2.003;1550.4;93.00;venezuela
33.529;34.491;962.00;574.00;3302.6;33.530;107.8;4.660;1550.4;99.3;2.021;1550.4;166.00;venezuela
6.600;8.271;1.671;274.5;5415.8;6.850;122.1;5.188;3359.2;107.0;2.024;3359.2;288.00;costa_rica
6.761;7.321;560.00;182.5;3285.2;7.051;103.5;4.571;1500.0;92.1;2.030;1500.0;105.00;costa_rica
15.642;16.116;474.00;0.0;4353.2;15.824;114.4;4.642;3789.8;102.6;2.035;3789.8;82.00;costa_rica
3.759;4.929;1.170;483.6;5705.9;3.994;120.3;5.260;3014.6;104.8;2.052;3014.6;202.00;costa_rica
3.262;3.728;466.00;195.1;3707.5;3.367;108.0;4.863;1636.5;96.0;2.055;1636.5;81.00;ecuador
2.760;3.171;411.00;1098.3;5237.9;2.879;115.5;4.615;1550.4;104.4;2.066;1550.4;71.00;ecuador
42.00;3.171;3.129;1098.3;5237.9;2.879;115.5;4.615;1550.4;104.4;2.066;1550.4;71.00;ecuador
3.00;3.171;3.168;1093.0;5237.9;2.879;115.5;4.615;1550.4;104.4;2.066;1550.4;71.00;ecuador
3.429;3.930;501.00;45.00;4637.1;3.489;116.2;4.970;3617.6;103.1;2.072;3617.6;87.00;costa_rica
11.147;11.689;542.00;780.5;3317.3;11.157;100.1;4.325;1378.1;93.5;2.079;1378.1;;ecuador
11.147;11.689;542.00;780.5;3317.3;11.157;100.1;4.325;1378.1;93.5;2.079;1378.1;93.00;ecuador
11.147;11.689;542.00;780.5;3317.3;11.157;100.1;4.325;1378.1;93.5;2.079;1378.1;53.00;ecuador
5.249;5.932;683.00;0.0;4217.2;5.445;105.0;4.451;3014.6;93.5;2.105;3014.6;117.00;ecuador
6.807;7.830;1.023;578.00;4271.5;7.320;110.9;4.914;1550.4;96.0;2.142;1550.4;176.00;venezuela
8.844;9.275;431.00;120.5;3614.8;8.945;101.6;4.070;3186.9;89.9;2.157;3186.9;74.00;ecuador
24.478;24.938;460.00;467.00;3882.0;24.584;115.1;4.912;1550.4;104.7;2.161;1550.4;79.00;venezuela
26.647;27.302;655.00;560.6;4111.0;26.651;105.5;4.464;1636.5;95.7;2.172;1636.5;113.00;costa_rica
3.115;4.715;1.600;202.3;3742.4;3.117;105.5;4.804;1464.3;92.7;2.176;1464.3;276.00;venezuela
1.010;2.358;1.348;202.3;3540.1;1.440;105.4;4.742;3100.8;91.5;2.213;3100.8;232.00;venezuela
5.324;5.978;654.00;606.9;3641.3;5.335;109.6;4.384;1464.3;96.2;2.218;1464.3;112.00;costa_rica
22.855;23.441;586.00;280.3;3830.7;22.935;106.9;4.494;1550.4;94.8;2.229;1550.4;101.00;costa_rica
18.839;19.883;1.044;310.6;3804.4;18.918;113.7;4.914;3100.8;103.9;2.242;3100.8;180.00;venezuela
4.012;4.438;426.00;292.7;4292.9;4.296;105.8;4.962;1808.8;94.2;2.280;1808.8;73.00;ecuador
34.764;35.231;467.00;0.0;3735.2;34.766;103.7;4.248;3014.6;92.8;2.289;3014.6;81.00;ecuador
18.599;19.622;1.023;535.2;5656.8;18.640;116.6;4.933;1550.4;104.7;2.291;1550.4;177.00;venezuela
44.627;45.974;1.347;523.00;4045.9;44.669;112.6;4.998;1464.3;99.3;2.291;1464.3;232.00;venezuela
9.907;10.406;499.00;273.8;3832.7;10.064;103.8;4.625;1593.8;91.7;2.303;1593.8;94.00;costa_rica
35.770;36.166;396.00;0.0;4699.2;35.927;97.1;4.279;3273.0;85.1;2.322;3273.0;68.00;ecuador
12.209;13.388;1.179;534.00;3337.8;12.434;102.8;4.736;3014.6;87.5;2.339;3014.6;203.00;venezuela
5.874;5.993;119.00;370.0;3699.7;5.898;90.7;4.308;2928.5;81.4;2.363;2928.5;21.00;costa_rica
5.874;5.993;119.00;370.0;3699.7;5.898;90.7;4.308;2928.5;81.4;2.363;2928.5;21.00;costa_rica
14.029;14.956;927.00;346.3;5079.6;14.106;114.0;4.926;1464.3;100.1;2.364;1464.3;160.00;venezuela
12.336;13.326;990.00;876.00;5310.5;12.643;112.5;5.070;3186.9;96.6;2.424;3186.9;171.00;venezuela
1.129;4.391;3.262;185.3;3520.6;2.345;122.6;4.829;1722.7;103.9;2.428;1722.7;562.00;venezuela
18.739;18.919;180.00;361.5;3759.3;18.779;95.7;4.218;1550.4;85.6;2.451;1550.4;31.00;ecuador
19.377;20.024;647.00;120.5;3253.3;19.383;95.7;4.474;1722.7;82.5;2.453;1722.7;111.00;ecuador
39.491;40.838;1.347;532.00;3843.6;39.892;113.7;4.937;1292.0;100.4;2.478;1292.0;232.00;venezuela
7.050;7.291;241.00;361.5;3542.5;7.053;97.7;4.504;1636.5;87.6;2.563;1636.5;41.00;ecuador
10.001;10.437;436.00;2163.1;6283.3;10.080;100.7;5.034;3093.8;82.7;2.640;3093.8;81.00;costa_rica
5.208;5.796;588.00;0.0;3226.8;5.230;94.0;4.401;1550.4;77.7;2.703;1550.4;101.00;ecuador
4.050;4.424;374.00;0.0;3650.2;4.059;99.3;4.712;1500.0;87.3;2.708;1500.0;70.00;costa_rica
14.857;15.237;380.00;560.6;3550.4;14.861;102.7;4.051;1550.4;93.6;2.726;1550.4;65.00;costa_rica
7.851;8.225;374.00;3399.1;6489.3;8.011;98.9;4.658;6000.0;81.7;3.192;6000.0;36.00;costa_rica
7.851;8.225;374.00;3399.1;6489.3;8.011;98.9;4.658;6000.0;81.7;3.192;6000.0;70.00;costa_rica
11.714;11.870;156.00;2369.1;6283.3;11.723;98.5;4.884;3093.8;89.0;3.286;3093.8;29.00;costa_rica
5.369;5.463;94.00;93.8;3284.0;5.381;88.3;4.327;1292.0;76.3;3.359;1292.0;17.00;venezuela
12.649;13.085;436.00;1957.1;6489.3;12.741;99.8;4.973;5812.5;84.2;3.637;5812.5;82.00;costa_rica
